id,time,x,y
81,80996,240,0
81,81216,220,0
81,81676,460,0
81,81760,84,0
81,82036,276,0
81,82200,164,0
81,82640,440,0
81,82880,240,0
81,83000,120,0
81,83420,420,0
81,83500,80,0
81,83900,400,0
81,83940,40,0
81,84200,260,0
81,84644,444,0
81,84884,240,0
81,85144,260,0
81,85364,220,0
81,85644,280,0
81,85664,20,0
81,86104,440,0
81,86244,140,0
81,86644,400,0
81,86684,40,0
81,86904,220,0
81,87324,420,0
81,87424,100,0
81,87864,440,0
81,88004,140,0
81,88304,300,0
81,88444,140,0
81,88644,200,0
81,89084,440,0
81,89184,100,0
81,89604,420,0
81,89664,60,0
81,89884,220,0
81,90204,320,0
81,90444,240,0
81,90740,296,0
81,90984,244,0
81,91144,160,0
81,91384,240,0
81,91740,356,0
81,91900,160,0
81,92260,360,0
81,92420,160,0
81,92800,380,0
81,92860,60,0
81,93320,460,0
81,93480,160,0
81,93680,200,0
81,93960,280,0
81,94184,224,0
81,94464,280,0
81,94684,220,0
81,94864,180,0
81,95144,280,0
81,95504,360,0
81,95684,180,0
81,95964,280,0
81,96304,340,0
81,96464,160,0
81,96584,120,0
81,96964,380,0
81,97308,344,0
81,97464,156,0
81,97684,220,0
81,97964,280,0
81,98084,120,0
81,98504,420,0
81,98684,180,0
81,98964,280,0
81,99304,340,0
81,99464,160,0
81,99804,340,0
81,99844,40,0
81,100064,220,0
81,100464,400,0
81,100604,140,0
81,100868,264,0
81,101084,216,0
81,101524,440,0
81,101624,100,0
81,101964,340,0
81,102204,240,0
81,102444,240,0
81,102668,224,0
81,102964,296,0
81,103144,180,0
81,103324,180,0
81,103568,244,0
81,103848,280,0
81,104148,300,0
81,104428,280,0
81,104628,200,0
81,104948,320,0
81,105108,160,0
81,105288,180,0
81,105548,260,0
81,105868,320,0
81,106128,260,0
81,106488,360,0
81,106668,180,0
81,106868,200,0
81,107008,140,0
81,107328,320,0
81,107568,240,0
81,107928,360,0
81,108068,140,0
81,108408,340,0
81,108528,120,0
81,108968,440,0
81,109128,160,0
81,109408,280,0
81,109668,260,0
81,109728,60,0
81,109968,240,0
81,110308,340,0
81,110488,180,0
81,110908,420,0
81,111088,180,0
81,111408,320,0
81,111488,80,0
81,111728,240,0
81,112188,460,0
81,112388,200,0
81,112468,80,0
81,112908,440,0
81,112968,60,0
81,113228,260,0
81,113668,440,0
81,113788,120,0
81,114088,300,0
81,114308,220,0
81,114488,180,0
81,114808,320,0
81,114948,140,0
81,115208,260,0
81,115528,320,0
81,115908,380,0
81,116108,200,0
81,116288,180,0
81,116448,160,0
81,116748,300,0
81,117128,380,0
81,117188,60,0
81,117424,236,0
81,117668,244,0
81,117908,240,0
81,118168,260,0
81,118448,280,0
81,118668,220,0
81,119068,400,0
81,119208,140,0
81,119448,240,0
81,119648,200,0
81,120068,420,0
81,120188,120,0
81,120388,200,0
81,120668,280,0
81,120968,300,0
81,121348,380,0
81,121488,140,0
81,121668,180,0
81,121928,260,0
81,122328,400,0
81,122508,180,0
81,122668,160,0
81,122888,220,0
81,123128,240,0
81,123388,260,0
81,123648,260,0
81,123888,240,0
81,124228,340,0
81,124368,140,0
81,124668,300,0
81,124848,180,0
81,125308,460,0
81,125368,60,0
81,125668,300,0
81,125948,280,0
81,126108,160,0
81,126568,460,0
81,126668,100,0
81,126988,320,0
81,127148,160,0
81,127488,340,0
81,127728,240,0
81,127928,200,0
81,128308,380,0
81,128508,200,0
81,128668,160,0
81,128828,160,0
81,129188,360,0
81,129408,220,0
81,129668,260,0
81,129988,320,0
81,130168,180,0
81,130368,200,0
81,130628,260,0
81,130944,316,0
81,131168,224,0
81,131424,256,0
81,131568,144,0
81,131944,376,0
81,132224,280,0
81,132304,80,0
81,132768,464,0
81,132808,40,0
81,133088,280,0
81,133408,320,0
81,133648,240,0
81,133888,240,0
81,134048,160,0
81,134388,340,0
81,134528,140,0
81,134828,300,0
81,135068,240,0
81,135388,320,0
81,135708,320,0
81,135788,80,0
81,136068,280,0
81,136388,320,0
81,136708,320,0
81,136888,180,0
81,137148,260,0
81,137328,180,0
81,137508,180,0
81,137828,320,0
81,138192,364,0
81,138388,196,0
81,138608,220,0
81,138848,240,0
81,139088,240,0
81,139372,284,0
81,139528,156,0
81,139852,324,0
81,140028,176,0
81,140348,320,0
81,140552,204,0
81,140952,400,0
81,140992,40,0
81,141352,360,0
81,141572,220,0
81,141852,280,0
81,142152,300,0
81,142352,200,0
81,142672,320,0
81,142852,180,0
81,143012,160,0
81,143332,320,0
81,143672,340,0
81,143912,240,0
81,144032,120,0
81,144212,180,0
81,144492,280,0
81,144892,400,0
81,145132,240,0
81,145392,260,0
81,145672,280,0
81,145852,180,0
81,145952,100,0
81,146252,300,0
81,146452,200,0
81,146892,440,0
81,147072,180,0
81,147252,180,0
81,147432,180,0
81,147672,240,0
81,148012,340,0
81,148192,180,0
81,148652,460,0
81,148832,180,0
81,148932,100,0
81,149232,300,0
81,149412,180,0
81,149672,260,0
81,149912,240,0
81,150352,440,0
81,150472,120,0
81,150768,296,0
81,150932,164,0
81,151252,320,0
81,151532,280,0
81,151768,236,0
81,152112,344,0
81,152332,220,0
81,152408,76,0
81,152692,284,0
81,153088,396,0
81,153168,80,0
81,153468,300,0
81,153628,160,0
81,154092,464,0
81,154348,256,0
81,154432,84,0
81,154712,280,0
81,154872,160,0
81,155352,480,0
81,155372,20,0
81,155696,324,0
81,156052,356,0
81,156276,224,0
81,156352,76,0
81,156712,360,0
81,156952,240,0
81,157192,240,0
81,157376,184,0
81,157652,276,0
81,157912,260,0
81,158112,200,0
81,158432,320,0
81,158672,240,0
81,158932,260,0
81,159292,360,0
81,159552,260,0
81,159796,244,0
81,159816,20,0
81,160172,356,0
81,160396,224,0
81,160716,320,0
81,160996,280,0
81,161196,200,0
81,161456,260,0
81,161696,240,0
81,161816,120,0
81,162056,240,0
81,162316,260,0
81,162656,340,0
81,162816,160,0
81,163256,440,0
81,163376,120,0
81,163696,320,0
81,163816,120,0
81,164036,220,0
81,164436,400,0
81,164696,260,0
81,164856,160,0
81,165036,180,0
81,165296,260,0
81,165616,320,0
81,165796,180,0
81,166216,420,0
81,166476,260,0
81,166696,220,0
81,166796,100,0
81,167016,220,0
81,167396,380,0
81,167696,300,0
81,167976,280,0
81,168156,180,0
81,168356,200,0
81,168696,340,0
81,168796,100,0
81,169136,340,0
81,169296,160,0
81,169696,400,0
81,169776,80,0
81,169996,220,0
81,170296,300,0
81,170696,400,0
81,170896,200,0
81,171076,180,0
81,171296,220,0
81,171476,180,0
81,171796,320,0
81,172056,260,0
81,172376,320,0
81,172656,280,0
81,172796,140,0
81,173076,280,0
81,173256,180,0
81,173696,440,0
81,173836,140,0
81,174016,180,0
81,174436,420,0
81,174556,120,0
81,174696,140,0
81,175076,380,0
81,175336,260,0
81,175616,280,0
81,175756,140,0
81,175956,200,0
81,176196,240,0
81,176536,340,0
81,176696,160,0
81,176956,260,0
81,177376,420,0
81,177516,140,0
81,177776,260,0
81,177956,180,0
81,178256,300,0
81,178536,280,0
81,178776,240,0
81,179116,340,0
81,179176,60,0
81,179476,300,0
81,179696,220,0
81,180036,340,0
81,180276,240,0
81,180496,220,0
81,180696,200,0
81,181136,440,0
81,181276,140,0
81,181476,200,0
81,181696,220,0
81,182116,420,0
81,182276,160,0
81,182396,120,0
81,182656,260,0
81,182896,240,0
81,183236,340,0
81,183536,300,0
81,183836,300,0
81,183976,140,0
81,184356,380,0
81,184436,80,0
81,184696,260,0
81,185016,320,0
81,185236,220,0
81,185596,360,0
81,185656,60,0
81,186036,380,0
81,186196,160,0
81,186376,180,0
81,186792,416,0
81,187072,280,0
81,187152,80,0
81,187352,200,0
81,187636,284,0
81,187856,220,0
81,188296,440,0
81,188376,80,0
81,188796,420,0
81,188876,80,0
81,189296,420,0
81,189576,280,0
81,189756,180,0
81,189936,180,0
81,190296,360,0
81,190476,180,0
81,190736,260,0
81,190980,244,0
81,191276,296,0
81,191536,260,0
81,191560,24,0
81,191856,296,0
81,192140,284,0
81,192356,216,0
81,192720,364,0
81,192896,176,0
81,193240,344,0
81,193380,140,0
81,193700,320,0
81,193940,240,0
81,194080,140,0
81,194380,300,0
81,194700,320,0
81,194960,260,0
81,195140,180,0
81,195300,160,0
81,195540,240,0
81,195800,260,0
81,196120,320,0
81,196300,180,0
81,196700,400,0
81,196840,140,0
81,197240,400,0
81,197280,40,0
81,197700,420,0
81,197860,160,0
81,198240,380,0
81,198440,200,0
81,198700,260,0
81,198900,200,0
81,199020,120,0
81,199280,260,0
81,199660,380,0
81,199796,136,0
81,200180,384,0
81,200240,60,0
81,200536,296,0
81,200976,440,0
81,201016,40,0
81,201336,320,0
81,201516,180,0
81,201960,444,0
81,202120,160,0
81,202260,140,0
81,202500,240,0
81,202760,260,0
81,202980,220,0
81,203400,420,0
81,203500,100,0
81,203760,260,0
81,203980,220,0
81,204260,280,0
81,204560,300,0
81,204900,340,0
81,205140,240,0
81,205220,80,0
81,205604,384,0
81,205724,120,0
81,205964,240,0
81,206204,240,0
81,206444,240,0
81,206924,480,0
81,206964,40,0
81,207404,440,0
81,207544,140,0
81,207724,180,0
81,208004,280,0
81,208224,220,0
81,208604,380,0
81,208784,180,0
81,208924,140,0
81,209204,280,0
81,209424,220,0
81,209844,420,0
81,209984,140,0
81,210384,400,0
81,210604,220,0
81,210884,280,0
81,211024,140,0
81,211224,200,0
81,211564,340,0
81,211704,140,0
81,211944,240,0
81,212144,200,0
81,212604,460,0
81,212784,180,0
81,212904,120,0
81,213324,420,0
81,213444,120,0
81,213660,216,0
81,213904,244,0
81,214180,276,0
81,214380,200,0
81,214804,424,0
81,214940,136,0
81,215244,304,0
81,215524,280,0
81,215624,100,0
81,215884,260,0
81,216144,260,0
81,216404,260,0
81,216744,340,0
81,216944,200,0
81,217244,300,0
81,217468,224,0
81,217644,176,0
81,217864,220,0
81,218224,360,0
81,218404,180,0
81,218844,440,0
81,219004,160,0
81,219248,244,0
81,219504,256,0
81,219708,204,0
81,220068,360,0
81,220088,20,0
81,220368,280,0
81,220708,340,0
81,220968,260,0
81,221268,300,0
81,221548,280,0
81,221608,60,0
81,221908,300,0
81,222208,300,0
81,222328,120,0
81,222588,260,0
81,222808,220,0
81,223188,380,0
81,223348,160,0
81,223688,340,0
81,223948,260,0
81,224188,240,0
81,224308,120,0
81,224548,240,0
81,224988,440,0
81,225188,200,0
81,225368,180,0
81,225688,320,0
81,225788,100,0
81,226188,400,0
81,226328,140,0
81,226688,360,0
81,226968,280,0
81,227188,220,0
81,227508,320,0
81,227764,256,0
81,227804,40,0
81,228024,220,0
81,228384,360,0
81,228544,160,0
81,228848,304,0
81,229208,360,0
81,229428,220,0
81,229708,280,0
81,229768,60,0
81,230208,440,0
81,230328,120,0
81,230748,420,0
81,230768,20,0
81,231132,364,0
81,231288,156,0
81,231528,240,0
81,231848,320,0
81,232048,200,0
81,232352,304,0
81,232632,280,0
81,232952,320,0
81,233172,220,0
81,233432,260,0
81,233672,240,0
81,233732,60,0
81,234032,300,0
81,234252,220,0
81,234472,220,0
81,234792,320,0
81,235012,220,0
81,235212,200,0
81,235472,260,0
81,235792,320,0
81,235952,160,0
81,236332,380,0
81,236452,120,0
81,236848,396,0
81,236992,144,0
81,237428,436,0
81,237672,244,0
81,237792,120,0
81,238132,340,0
81,238368,236,0
81,238492,124,0
81,238872,380,0
81,238972,100,0
81,239192,220,0
81,239492,300,0
81,239772,280,0
81,240072,300,0
81,240252,180,0
81,240556,304,0
81,240896,340,0
81,241076,180,0
81,241276,200,0
81,241476,200,0
81,241656,180,0
81,241976,320,0
81,242236,260,0
81,242416,180,0
81,242856,440,0
81,242956,100,0
81,243156,200,0
81,243436,280,0
81,243656,220,0
81,243956,300,0
81,244156,200,0
81,244536,380,0
81,244812,276,0
81,244916,104,0
81,245156,240,0
81,245412,256,0
81,245872,460,0
81,245932,60,0
81,246172,240,0
81,246436,264,0
81,246676,240,0
81,246876,200,0
81,247176,300,0
81,247480,304,0
81,247676,196,0
81,248060,384,0
81,248176,116,0
81,248496,320,0
81,248660,164,0
81,248916,256,0
81,249220,304,0
81,249560,340,0
81,249620,60,0
81,249880,260,0
81,250100,220,0
81,250580,480,0
81,250720,140,0
81,250860,140,0
81,251140,280,0
81,251440,300,0
81,251640,200,0
81,251960,320,0
81,252140,180,0
81,252540,400,0
81,252720,180,0
81,252860,140,0
81,253140,280,0
81,253320,180,0
81,253716,396,0
81,254040,324,0
81,254156,116,0
81,254440,284,0
81,254596,156,0
81,254860,264,0
81,255100,240,0
81,255460,360,0
81,255640,180,0
81,255880,240,0
81,256180,300,0
81,256340,160,0
81,256560,220,0
81,256880,320,0
81,257200,320,0
81,257320,120,0
81,257764,444,0
81,257884,120,0
81,258244,360,0
81,258364,120,0
81,258584,220,0
81,258964,380,0
81,259064,100,0
81,259464,400,0
81,259544,80,0
81,259924,380,0
81,260024,100,0
81,260484,460,0
81,260624,140,0
81,260980,356,0
81,261044,64,0
81,261320,276,0
81,261500,180,0
81,261944,444,0
81,262144,200,0
81,262284,140,0
81,262644,360,0
81,262884,240,0
81,263144,260,0
81,263244,100,0
81,263524,280,0
81,263948,424,0
81,264128,180,0
81,264408,280,0
81,264588,180,0
81,264748,160,0
81,264968,220,0
81,265228,260,0
81,265588,360,0
81,265748,160,0
81,266108,360,0
81,266368,260,0
81,266604,236,0
81,266884,280,0
81,266964,80,0
81,267288,324,0
81,267484,196,0
81,267708,224,0
81,267988,280,0
81,268248,260,0
81,268648,400,0
81,268768,120,0
81,269128,360,0
81,269228,100,0
81,269448,220,0
81,269912,464,0
81,269968,56,0
81,270192,224,0
81,270452,260,0
81,270912,460,0
81,271012,100,0
81,271292,280,0
81,271432,140,0
81,271732,300,0
81,271932,200,0
81,272392,460,0
81,272568,176,0
81,272708,140,0
81,273128,420,0
81,273208,80,0
81,273448,240,0
81,273688,240,0
81,273932,244,0
81,274272,340,0
81,274412,140,0
81,274692,280,0
81,274932,240,0
81,275192,260,0
81,275612,420,0
81,275672,60,0
81,276096,424,0
81,276196,100,0
81,276476,280,0
81,276656,180,0
81,277056,400,0
81,277216,160,0
81,277596,380,0
81,277832,236,0
81,278072,240,0
81,278232,160,0
81,278532,300,0
81,278612,80,0
81,278876,264,0
81,279112,236,0
81,279396,284,0
81,279616,220,0
81,279896,280,0
81,280156,260,0
81,280376,220,0
81,280680,304,0
81,280976,296,0
81,281300,324,0
81,281580,280,0
81,281740,160,0
81,281940,200,0
81,282080,140,0
81,282380,300,0
81,282580,200,0
81,282980,400,0
81,283176,196,0
81,283476,300,0
81,283716,240,0
81,283856,140,0
81,284096,240,0
81,284400,304,0
81,284600,200,0
81,284900,300,0
81,285100,200,0
81,285360,260,0
81,285600,240,0
81,285944,344,0
81,286280,336,0
81,286524,244,0
81,286764,240,0
81,286944,180,0
81,287044,100,0
81,287484,440,0
81,287704,220,0
81,287864,160,0
81,288240,376,0
81,288460,220,0
81,288540,80,0
81,288860,320,0
81,289044,184,0
81,289384,340,0
81,289604,220,0
81,289784,180,0
81,290024,240,0
81,290344,320,0
81,290708,364,0
81,290924,216,0
81,291104,180,0
81,291328,224,0
81,291748,420,0
81,291884,136,0
81,292408,524,0
81,292768,360,0
81,293004,236,0
81,293568,564,0
81,293768,200,0
81,294168,400,0
81,294748,580,0
81,295328,580,0
81,295768,440,0
81,296492,724,0
81,296768,276,0
81,297068,300,0
81,297668,600,0
81,298248,580,0
81,298632,384,0
81,298916,284,0
81,299016,100,0
81,299196,180,0
81,299576,380,0
81,299796,220,0
81,300076,280,0
81,300396,320,0
81,300676,280,0
81,300736,60,0
81,300936,200,0
81,301316,380,0
81,301576,260,0
81,301856,280,0
81,302136,280,0
81,302236,100,0
81,302520,284,0
81,302680,160,0
81,303040,360,0
81,303160,120,0
81,303460,300,0
81,303816,356,0
81,304040,224,0
81,304316,276,0
81,304640,324,0
81,304680,40,0
81,305180,500,0
81,305600,420,0
81,305660,60,0
81,306360,700,0
81,306780,420,0
81,306960,180,0
81,307212,252,0
81,307552,340,0
81,307776,224,0
81,307912,136,0
81,308204,292,0
81,308604,400,0
81,308844,240,0
81,308884,40,0
81,309344,460,0
81,309368,24,0
81,309688,320,0
81,309988,300,0
81,310108,120,0
81,310448,340,0
81,310608,160,0
81,311028,420,0
81,311324,296,0
81,311364,40,0
81,311744,380,0
81,312048,304,0
81,312148,100,0
81,312348,200,0
81,312648,300,0
81,312968,320,0
81,313292,324,0
81,313352,60,0
81,313612,260,0
81,313992,380,0
81,314092,100,0
81,314492,400,0
81,314748,256,0
81,314888,140,0
81,315188,300,0
81,315388,200,0
81,315732,344,0
81,315932,200,0
81,316072,140,0
81,316352,280,0
81,316776,424,0
81,317016,240,0
81,317136,120,0
81,317296,160,0
81,317556,260,0
81,317876,320,0
81,318136,260,0
81,318392,256,0
81,318612,220,0
81,318936,324,0
81,319176,240,0
81,319436,260,0
81,319536,100,0
81,319976,440,0
81,320256,280,0
81,320360,104,0
81,320540,180,0
81,320780,240,0
81,321060,280,0
81,321380,320,0
81,321596,216,0
81,321856,260,0
81,322176,320,0
81,322300,124,0
81,322540,240,0
81,322760,220,0
81,323040,280,0
81,323300,260,0
81,323644,344,0
81,323744,100,0
81,324004,260,0
81,324344,340,0
81,324504,160,0
81,324860,356,0
81,325100,240,0
81,325280,180,0
81,325524,244,0
81,325804,280,0
81,326024,220,0
81,326264,240,0
81,326708,444,0
81,326908,200,0
81,326988,80,0
81,327308,320,0
81,327488,180,0
81,327864,376,0
81,328184,320,0
81,328364,180,0
81,328468,104,0
81,328808,340,0
81,329152,344,0
81,329288,136,0
81,329652,364,0
81,329772,120,0
81,329992,220,0
81,330252,260,0
81,330492,240,0
81,330868,376,0
81,331168,300,0
81,331188,20,0
81,331572,384,0
81,331812,240,0
81,332012,200,0
81,332192,180,0
81,332616,424,0
81,332776,160,0
81,332936,160,0
81,333196,260,0
81,333436,240,0
81,333856,420,0
81,333972,116,0
81,334172,200,0
81,334536,364,0
81,334816,280,0
81,334956,140,0
81,335196,240,0
81,335436,240,0
81,335780,344,0
81,335980,200,0
81,336200,220,0
81,336480,280,0
81,336780,300,0
81,337096,316,0
81,337176,80,0
81,337600,424,0
81,337820,220,0
81,337900,80,0
81,338140,240,0
81,338600,460,0
81,338704,104,0
81,338904,200,0
81,339184,280,0
81,339424,240,0
81,339784,360,0
81,340100,316,0
81,340200,100,0
81,340384,184,0
81,340804,420,0
81,340904,100,0
81,341144,240,0
81,341364,220,0
81,341788,424,0
81,341968,180,0
81,342188,220,0
81,342348,160,0
81,342788,440,0
81,343084,296,0
81,343204,120,0
81,343364,160,0
81,343808,444,0
81,343888,80,0
81,344128,240,0
81,344368,240,0
81,344772,404,0
81,344912,140,0
81,345172,260,0
81,345352,180,0
81,345772,420,0
81,346008,236,0
81,346188,180,0
81,346328,140,0
81,346812,484,0
81,347036,224,0
81,347092,56,0
81,347352,260,0
81,347656,304,0
81,347956,300,0
81,348156,200,0
81,348456,300,0
81,348732,276,0
81,348932,200,0
81,349192,260,0
81,349476,284,0
81,349576,100,0
81,350000,424,0
81,350056,56,0
81,350296,240,0
81,350620,324,0
81,350780,160,0
81,351100,320,0
81,351280,180,0
81,351740,460,0
81,351936,196,0
81,352176,240,0
81,352480,304,0
81,352520,40,0
81,352780,260,0
81,353020,240,0
81,353280,260,0
81,353564,284,0
81,353784,220,0
81,354024,240,0
81,354264,240,0
81,354604,340,0
81,354780,176,0
81,355040,260,0
81,355464,424,0
81,355544,80,0
81,355744,200,0
81,356084,340,0
81,356244,160,0
81,356628,384,0
81,356948,320,0
81,357088,140,0
81,357248,160,0
81,357588,340,0
81,357844,256,0
81,358024,180,0
81,358284,260,0
81,358508,224,0
81,358928,420,0
81,358968,40,0
81,359268,300,0
81,359528,260,0
81,359728,200,0
81,360012,284,0
81,360212,200,0
81,360492,280,0
81,360868,376,0
81,361132,264,0
81,361428,296,0
81,361508,80,0
81,361892,384,0
81,361952,60,0
81,362192,240,0
81,362452,260,0
81,362692,240,0
81,362956,264,0
81,363396,440,0
81,363436,40,0
81,363796,360,0
81,364036,240,0
81,364236,200,0
81,364416,180,0
81,364892,476,0
81,365052,160,0
81,365172,120,0
81,365456,284,0
81,365696,240,0
81,365956,260,0
81,366196,240,0
81,366480,284,0
81,366776,296,0
81,366940,164,0
81,367360,420,0
81,367580,220,0
81,367640,60,0
81,367920,280,0
81,368360,440,0
81,368540,180,0
81,368660,120,0
81,368920,260,0
81,369140,220,0
81,369520,380,0
81,369640,120,0
81,370024,384,0
81,370344,320,0
81,370424,80,0
81,370684,260,0
81,370964,280,0
81,371224,260,0
81,371404,180,0
81,371684,280,0
81,372000,316,0
81,372180,180,0
81,372440,260,0
81,372644,204,0
81,373044,400,0
81,373144,100,0
81,373404,260,0
81,373624,220,0
81,374028,404,0
81,374168,140,0
81,374408,240,0
81,374628,220,0
81,374908,280,0
81,375228,320,0
81,375464,236,0
81,375644,180,0
81,376024,380,0
81,376208,184,0
81,376492,284,0
81,376588,96,0
81,376988,400,0
81,377208,220,0
81,377328,120,0
81,377612,284,0
81,377992,380,0
81,378272,280,0
81,378372,100,0
81,378592,220,0
81,378892,300,0
81,379148,256,0
81,379388,240,0
81,379788,400,0
81,379892,104,0
81,380172,280,0
81,380412,240,0
81,380652,240,0
81,380792,140,0
81,381276,484,0
81,381412,136,0
81,381676,264,0
81,381896,220,0
81,382076,180,0
81,382436,360,0
81,382536,100,0
81,382796,260,0
81,383212,416,0
81,383332,120,0
81,383532,200,0
81,383912,380,0
81,384016,104,0
81,384416,400,0
81,384516,100,0
81,384916,400,0
81,385056,140,0
81,385296,240,0
81,385536,240,0
81,385820,284,0
81,386140,320,0
81,386480,340,0
81,386620,140,0
81,386800,180,0
81,387060,260,0
81,387476,416,0
81,387616,140,0
81,387776,160,0
81,387996,220,0
81,388400,404,0
81,388520,120,0
81,388884,364,0
81,388980,96,0
81,389440,460,0
81,389464,24,0
81,389760,296,0
81,390064,304,0
81,390224,160,0
81,390544,320,0
81,390804,260,0
81,391184,380,0
81,391244,60,0
81,391580,336,0
81,391900,320,0
81,392000,100,0
81,392224,224,0
81,392484,260,0
81,392844,360,0
81,392968,124,0
81,393204,236,0
81,393568,364,0
81,393724,156,0
81,393948,224,0
81,394368,420,0
81,394648,280,0
81,394808,160,0
81,394948,140,0
81,395228,280,0
81,395644,416,0
81,395724,80,0
81,395964,240,0
81,396208,244,0
81,396548,340,0
81,396848,300,0
81,397052,204,0
81,397208,156,0
81,397448,240,0
81,397888,440,0
81,397972,84,0
81,398152,180,0
81,398412,260,0
81,398732,320,0
81,398908,176,0
81,399248,340,0
81,399548,300,0
81,399708,160,0
81,399892,184,0
81,400152,260,0
81,400556,404,0
81,400852,296,0
81,400952,100,0
81,401212,260,0
81,401516,304,0
81,401636,120,0
81,401956,320,0
81,402236,280,0
81,402416,180,0
81,402816,400,0
81,402996,180,0
81,403332,336,0
81,403552,220,0
81,403616,64,0
81,404076,460,0
81,404136,60,0
81,404376,240,0
81,404716,340,0
81,404996,280,0
81,405260,264,0
81,405540,280,0
81,405640,100,0
81,406000,360,0
81,406100,100,0
81,406340,240,0
81,406800,460,0
81,406916,116,0
81,407096,180,0
81,407336,240,0
81,407656,320,0
81,407980,324,0
81,408080,100,0
81,408360,280,0
81,408740,380,0
81,409060,320,0
81,409080,20,0
81,409460,380,0
81,409784,324,0
81,410004,220,0
81,410064,60,0
81,410464,400,0
81,410704,240,0
81,410804,100,0
81,411064,260,0
81,411304,240,0
81,411600,296,0
81,411940,340,0
81,412120,180,0
81,412424,304,0
81,412664,240,0
81,412784,120,0
81,413044,260,0
81,413364,320,0
81,413564,200,0
81,413804,240,0
81,414144,340,0
81,414504,360,0
81,414688,184,0
81,414988,300,0
81,415008,20,0
81,415328,320,0
81,415508,180,0
81,415768,260,0
81,416028,260,0
81,416408,380,0
81,416508,100,0
81,416948,440,0
81,417124,176,0
81,417324,200,0
81,417524,200,0
81,417744,220,0
81,418068,324,0
81,418348,280,0
81,418528,180,0
81,418928,400,0
81,419088,160,0
81,419448,360,0
81,419528,80,0
81,419928,400,0
81,420168,240,0
81,420228,60,0
81,420532,304,0
81,420752,220,0
81,421032,280,0
81,421272,240,0
81,421472,200,0
81,421812,340,0
81,422148,336,0
81,422408,260,0
81,422668,260,0
81,422928,260,0
81,423188,260,0
81,423288,100,0
81,423588,300,0
81,423708,120,0
81,424092,384,0
81,424232,140,0
81,424492,260,0
81,424872,380,0
81,425092,220,0
81,425332,240,0
81,425472,140,0
